"","player_name","web_scraped_team","dob","height"
"5595","John Hutton","Sydney",1966-05-26,185
"5596","John Ironmonger","Sydney",1961-02-16,200
"5597","Nathon Irvin","Sydney",1973-01-31,189
"5598","Brandon Jack","Sydney",1994-05-25,182
"5599","Kieren Jack","Sydney",1987-06-28,178
"5600","Francis Jackson","Sydney",1954-08-24,184
"5601","Heath James","Sydney",1980-03-07,189
"5602","Max James","Sydney",1951-12-27,186
"5603","Lewis Jetta","Sydney",1989-05-04,182
"5604","Gareth John","Sydney",1972-01-17,200
"5605","Alex Johnson","Sydney",1992-03-02,194
"5606","Lewis Johnston","Sydney",1991-03-03,193
"5607","Darren Jolly","Sydney",1981-11-06,200
"5608","Graham Jones","Sydney",1960-10-25,191
"5609","Darren Kappler","Sydney",1965-01-23,183
"5610","Mark Kellett","Sydney",1960-07-29,188
"5611","Paul Kelly","Sydney",1969-07-28,179
"5612","Michael Kennedy","Sydney",1964-01-10,178
"5613","Tadhg Kennelly","Sydney",1981-07-01,189
"5614","Robert Kerr","Sydney",1967-03-19,180
"5615","Derek Kickett","Sydney",1962-10-06,180
"5616","Clinton King","Sydney",1978-03-24,179
"5617","Mark Kinnear","Sydney",1979-08-21,188
"5618","Brett Kirk","Sydney",1976-10-25,184
"5619","Michael Knoll","Sydney",1993-02-27,205
"5620","Hilton Kotzur","Sydney",1964-01-20,188
"5621","Eugene Kruger","Sydney",1991-01-25,183
"5622","Max Kruse","Sydney",1958-10-29,188
"5623","Matthew Laidlaw","Sydney",1987-02-09,186
"5624","Jeremy Laidler","Sydney",1989-08-05,190
"5625","Jed Lamb","Sydney",1992-10-19,181
"5626","Damian Lang","Sydney",1976-03-03,191
"5627","Jamie Lawson","Sydney",1971-10-05,168
"5628","Tyrone Leonardis","Sydney",1997-02-22,182
"5629","Dale Lewis","Sydney",1969-05-04,188
"5630","Paul Licuria","Sydney",1978-01-04,179
"5631","Matthew Lloyd","Sydney",1965-08-09,180
"5632","Tony Lockett","Sydney",1966-03-09,191
"5633","Michael Lockman","Sydney",1963-08-29,185
"5634","Jordan Lockyer","Sydney",1993-06-15,191
"5635","Jason Love","Sydney",1965-12-03,182
"5636","Jack Lucas","Sydney",1961-04-08,180
"5637","Troy Luff","Sydney",1969-11-22,191
"5638","Jack Lynch","Sydney",1993-09-07,190
"5639","Jack Maibaum","Sydney",1998-03-27,194
"5640","Tony Malakellis","Sydney",1970-03-24,175
"5641","Nick Malceski","Sydney",1984-08-15,189
"5642","Peter Maloni","Sydney",1964-12-01,175
"5643","Harrison Marsh","Sydney",1994-01-13,189
"5644","Ben Mathews","Sydney",1978-11-29,182
"5645","Martin Mattner","Sydney",1982-08-06,188
"5646","Stuart Maxfield","Sydney",1972-04-09,178
"5647","Darren McAsey","Sydney",1965-06-16,189
"5648","Stephen McBroom","Sydney",1964-04-01,169
"5649","Ben McGlynn","Sydney",1985-08-06,172
"5650","Andrew McGovern","Sydney",1968-04-07,177
"5651","Chris McKaigue","Sydney",1989-07-13,187
"5652","Allan McKellar","Sydney",1967-01-14,178
"5653","Warren McKenzie","Sydney",1964-07-31,190
"5654","Sean McLaren","Sydney",1996-01-10,198
"5655","Gavin McMahon","Sydney",1975-01-22,187
"5656","Dylan McNeil","Sydney",1991-03-20,175
"5657","Daniel McPherson","Sydney",1975-07-05,182
"5658","Dean McRae","Sydney",1968-11-12,186
"5659","Jarrad McVeigh","Sydney",1985-04-07,184
"5660","James Meiklejohn","Sydney",1984-06-28,197
"5661","Daniel Menzel","Sydney",1991-09-13,190
"5662","Brett Meredith","Sydney",1989-01-20,181
"5663","Simon Minton-Connell","Sydney",1969-04-26,194
"5664","Barry Mitchell","Sydney",1965-12-07,173
"5665","Patrick Mitchell","Sydney",1989-05-25,201
"5666","Jason Mooney","Sydney",1973-06-05,191
"5667","Jarred Moore","Sydney",1986-03-06,177
"5668","Mitch Morton","Sydney",1987-01-28,185
"5669","Paul Morwood","Sydney",1959-03-02,182
"5670","Shane Morwood","Sydney",1961-12-01,191
"5671","Tony Morwood","Sydney",1960-05-17,185
"5672","Ricky Mott","Sydney",1981-04-21,200
"5673","Brendan Murphy","Sydney",1989-03-26,197
"5674","David Murphy","Sydney",1962-08-23,179
"5675","Samuel Murray","Sydney",1997-09-02,189
"5676","Trevor Mustey","Sydney",1963-09-29,204
"5677","Dion Myles","Sydney",1976-05-02,188
"5678","Merv Neagle","Sydney",1958-03-07,181
"5679","Gerard Neesham","Sydney",1954-12-11,175
"5680","Robert Neill","Sydney",1974-01-05,184
"5681","Craig Nettelbeck","Sydney",1972-05-26,193
"5682","Matthew Nicks","Sydney",1975-05-13,187
"5683","Michael Oaten","Sydney",1961-08-20,188
"5684","Craig O'Brien","Sydney",1970-03-03,174
"5685","Ryan O'Connor","Sydney",1974-06-27,192
"5686","Chris O'Dwyer","Sydney",1971-10-27,188
"5687","Matthew O'Dwyer","Sydney",1988-07-21,181
"5688","Brett O'Farrell","Sydney",1978-01-03,197
"5689","Darren Ogier","Sydney",1963-02-02,184
"5690","Daniel O'Keefe","Sydney",1988-10-25,184
"5691","Ryan O'Keefe","Sydney",1981-01-24,187
"5692","Michael O'Loughlin","Sydney",1977-02-20,189
"5693","Mark Orchard","Sydney",1976-04-02,175
"5694","Jake Orreal","Sydney",1989-09-26,204
"5695","Richard Osborne","Sydney",1964-06-16,182
"5696","Max Otten","Sydney",1992-11-10,191
"5697","Brett Page","Sydney",1966-09-05,184
"5698","Glenn Page","Sydney",1970-03-24,183
"5699","Michael Parsons","Sydney",1960-10-03,200
"5700","Lloyd Perris","Sydney",1995-01-02,178
"5701","Simon Phillips","Sydney",1987-04-05,174
"5702","Michael Phyland","Sydney",1965-09-29,181
"5703","Bill Picken","Sydney",1956-06-07,185
"5704","Brent Piltz","Sydney",1978-11-13,190
"5705","Toby Pink","Sydney",1998-08-11,194
"5706","Henry Playfair","Sydney",1983-01-22,198
"5707","Craig Potter","Sydney",1966-01-19,182
"5708","Nick Potter","Sydney",1985-06-12,181
"5709","Mark Powell","Sydney",1984-03-15,193
"5710","Adam Prior","Sydney",1987-01-19,188
"5711","Robert Prosser","Sydney",1964-07-08,174
"5712","Mike Pyke","Sydney",1984-03-24,201
"5713","Peter Quirk","Sydney",1967-01-26,183
"5714","John Reid","Sydney",1953-02-25,185
"5715","Harry Reynolds","Sydney",2000-10-11,189
"5716","David Rhys-Jones","Sydney",1962-06-16,187
"5717","Ted Richards","Sydney",1983-01-11,193
"5718","Xavier Richards","Sydney",1993-04-25,195
"5719","Ian Roberts","Sydney",1957-04-03,180
"5720","John Roberts","Sydney",1956-09-23,186
"5721","Mark Roberts","Sydney",1965-06-28,190
"5722","Lewis Roberts-Thomson","Sydney",1983-09-08,194
"5723","Daniel Robinson","Sydney",1994-07-03,184
"5724","Anthony Rocca","Sydney",1977-08-15,195
"5725","Aaron Rogers","Sydney",1984-01-05,192
"5726","Paul Roos","Sydney",1963-06-27,188
"5727","Gavin Rose","Sydney",1969-09-29,194
"5728","James Rose","Sydney",1996-04-16,186
"5729","Barry Round","Sydney",1950-01-26,193
"5730","Sam Rowe","Sydney",1987-11-19,199
"5731","Brady Rowles","Sydney",2001-02-12,188
"5732","Mark Russell","Sydney",1962-01-18,190
"5733","Scott Russell","Sydney",1970-05-07,180
"5734","Matthew Ryan","Sydney",1967-06-02,175
"5735","Jason Saddington","Sydney",1979-10-23,196
"5736","Robert Saggers","Sydney",1965-08-05,185
"5737","Will Sangster","Sydney",1978-10-11,198
"5738","Andrew Schauble","Sydney",1976-11-17,193
"5739","Tim Schmidt","Sydney",1986-03-14,180
"5740","Adam Schneider","Sydney",1984-05-12,175
"5741","Wayne Schwass","Sydney",1968-11-27,180
"5742","Brett Scott","Sydney",1962-04-10,178
"5743","Dion Scott","Sydney",1970-04-01,190
"5744","Malcolm Scott","Sydney",1958-04-11,188
"5745","Tim Scott","Sydney",1971-12-12,174
"5746","Mark Seaby","Sydney",1984-05-01,199
"5747","Brad Seymour","Sydney",1976-05-03,186
"5748","Earl Shaw","Sydney",1986-12-17,199
"5749","Rhyce Shaw","Sydney",1981-10-16,182
"5750","Jamie Siddons","Sydney",1964-04-25,173
"5751","Jim Silvestro","Sydney",1963-05-30,173
"5752","Jonathan Simpkin","Sydney",1987-10-28,181
"5753","Dwayne Simpson","Sydney",1979-05-06,183
"5754","Anthony Sinclair","Sydney",1966-03-13,181
"5755","Andrew Smith","Sydney",1960-08-28,180
"5756","Greg Smith","Sydney",1957-03-25,180
"5757","Nick Smith","Sydney",1988-06-12,183
"5758","Shayne Smith","Sydney",1975-06-12,190
"5759","Tony Smith","Sydney",1966-08-01,199
"5760","Lindsay Sneddon","Sydney",1962-01-29,194
"5761","Matthew Spangher","Sydney",1987-04-23,195
"5762","David Spriggs","Sydney",1981-01-25,175
"5763","Greg Stafford","Sydney",1974-08-27,204
"5764","Brian Stanislaus","Sydney",1971-07-30,178
"5765","Paul Starbuck","Sydney",1967-04-16,185
"5766","Gary Stevens","Sydney",1972-10-10,168
"5767","John Stevens","Sydney",1971-06-15,187
"5768","Scott Stevens","Sydney",1982-01-15,195
"5769","David Stirling","Sydney",1962-09-10,183
"5770","Ryley Stoddart","Sydney",1999-10-15,186
"5771","David Strooper","Sydney",1968-02-25,191
"5772","Angus Styles","Sydney",1999-05-03,185
"5773","Byron Sumner","Sydney",1991-05-16,174
"5774","Jarrad Sundqvist","Sydney",1982-12-11,189
"5775","Darryl Sutton","Sydney",1952-07-27,183
"5776","Michael Talia","Sydney",1993-02-11,192
"5777","Steven Taubert","Sydney",1953-10-06,193
"5778","Elijah Taylor","Sydney",2001-05-01,185
"5779","Robert Teal","Sydney",1967-04-25,184
"5780","Dean Terlich","Sydney",1989-12-13,186
"5781","Josh Thewlis","Sydney",1984-07-20,189
"5782","Andrew Thomson","Sydney",1972-12-30,173
"5783","Kristin Thornton","Sydney",1988-03-05,184
"5784","Alan Thorpe","Sydney",1968-10-18,185
"5785","Terry Thripp","Sydney",1963-10-31,188
"5786","Jackson Thurlow","Sydney",1994-03-28,190
"5787","Kurt Tippett","Sydney",1987-05-08,202
"5788","Bernard Toohey","Sydney",1963-02-18,188
"5789","Dean Towers","Sydney",1990-05-04,189
"5790","Durak Tucker","Sydney",2000-02-09,189
"5791","Brad Tunbridge","Sydney",1964-01-26,195
"5792","Daryl Vernon","Sydney",1960-06-09,175
"5793","Patrick Veszpremi","Sydney",1989-09-01,183
"5794","Luke Vogels","Sydney",1983-06-07,194
"5795","James Wall","Sydney",1987-01-05,198
"5796","Mark Wall","Sydney",1963-11-08,180
"5797","Tommy Walsh","Sydney",1988-02-26,193
"5798","Rowan Warfe","Sydney",1976-06-23,190
"5799","Scott Watters","Sydney",1969-01-25,175
"5800","Michael Werner","Sydney",1969-06-10,188
"5801","Jim West","Sydney",1966-04-12,190
"5802","Sanford Wheeler","Sydney",1970-04-06,186
"5803","Jesse White","Sydney",1988-01-09,196
"5804","Mark Whitzell","Sydney",1964-01-18,188
"5805","Stuart Wigney","Sydney",1969-04-19,191
"5806","Greg Williams","Sydney",1963-09-30,176
"5807","Paul Williams","Sydney",1973-04-03,177
"5808","David Willis","Sydney",1968-01-09,203
"5809","Josh Willoughby","Sydney",1986-01-11,176
"5810","Ben Wilson","Sydney",1977-02-25,191
"5811","David Winbanks","Sydney",1962-09-08,193
"5812","David Wittey","Sydney",1966-04-10,193
"5813","Stephen Wright","Sydney",1961-03-06,171
"5814","Rudy Yonson","Sydney",1963-09-20,176
"5815","Corey Adamson","West Coast",1992-02-23,185
"5816","Damien Adkins","West Coast",1981-03-09,181
"5817","Matthew Allen","West Coast",1997-10-18,193
"5818","John Annear","West Coast",1961-06-17,178
"5819","David Antonowicz","West Coast",1980-06-01,194
"5820","Steven Armstrong","West Coast",1984-01-12,180
"5821","Ashley Arrowsmith","West Coast",1989-04-12,188
"5822","Jason Ball","West Coast",1972-11-21,201
"5823","Drew Banfield","West Coast",1974-02-27,184
"5824","Adrian Barich","West Coast",1963-12-05,177
"5825","Glen Bartlett","West Coast",1964-06-10,195
"5826","Tarir Bayok","West Coast",1998-03-08,175
"5827","Liam Bedford","West Coast",1988-07-12,180
"5828","Zach Beeck","West Coast",1982-06-30,197
"5829","Tony Begovich","West Coast",1967-08-07,180
"5830","Laurie Bellotti","West Coast",1976-02-28,194
"5831","Jamie Bennell","West Coast",1990-06-07,179
"5832","Darren Bennett","West Coast",1965-09-01,196
"5833","Scott Bennett","West Coast",1980-01-08,180
"5834","Patrick Bines","West Coast",1999-02-05,198
"5835","Ashley Blurton","West Coast",1975-03-05,177
"5836","Shane Bond","West Coast",1975-07-09,181
"5837","Michael Braun","West Coast",1978-03-24,175
"5838","Hamish Brayshaw","West Coast",1998-02-09,187
"5839","Todd Breman","West Coast",1965-10-28,183
"5840","Jacob Brennan","West Coast",1990-01-24,188
"5841","Michael Brennan","West Coast",1965-06-29,187
"5842","Lewis Broome","West Coast",1991-03-02,167
"5843","Paddy Brophy","West Coast",1994-02-22,188
"5844","Mitchell Brown","West Coast",1988-12-17,195
"5845","Clinton Browning","West Coast",1962-03-07,191
"5846","Ryan Burrows","West Coast",1998-11-13,188
"5847","Sam Butler","West Coast",1986-01-14,187
"5848","Shane Cable","West Coast",1970-02-21,180
"5849","Trent Carroll","West Coast",1978-04-28,192
"5850","Adam Carter","West Coast",1994-04-17,179
"5851","Kevin Caton","West Coast",1965-10-05,183
"5852","Damien Cavka","West Coast",1996-06-03,184
"5853","Callum Chambers","West Coast",1979-11-19,184
"5854","Daniel Chick","West Coast",1976-02-10,185
"5855","Matt Clape","West Coast",1969-05-28,187
"5856","Adam Cockie","West Coast",1989-04-18,180
"5857","Brant Colledge","West Coast",1994-10-25,192
"5858","Michael Collica","West Coast",1977-07-09,185
"5859","Matthew Connell","West Coast",1972-08-03,181
"5860","Joe Cormack","West Coast",1966-08-30,178
"5861","Ben Cousins","West Coast",1978-06-30,179
"5862","Dean Cox","West Coast",1981-08-01,203
"5863","Jaxon Crabb","West Coast",1979-11-07,178
"5864","Scott Cummings","West Coast",1974-01-18,194
"5865","Trent Cummings","West Coast",1973-12-28,182
"5866","Bradd Dalziell","West Coast",1987-03-15,184
"5867","Ian Dargie","West Coast",1963-11-15,178
"5868","Peter Davidson","West Coast",1963-08-29,183
"5869","Ryan Davis","West Coast",1989-06-07,188
"5870","Brad Dick","West Coast",1988-07-25,182
"5871","Andrew Donnelly","West Coast",1973-03-29,190
"5872","Ian Downsborough","West Coast",1972-01-19,192
"5873","Michael Dunstan","West Coast",1971-03-12,185
"5874","Brad Ebert","West Coast",1990-04-02,189
"5875","Aaron Edwards","West Coast",1984-03-02,184
"5876","Shane Ellis","West Coast",1960-09-27,188
"5877","Xavier Ellis","West Coast",1988-02-28,186
"5878","Andrew Embley","West Coast",1981-06-27,189
"5879","Michael Embley","West Coast",1985-11-20,199
"5880","Callan England","West Coast",1999-10-15,180
"5881","Tony Evans","West Coast",1969-06-14,175
"5882","Brendon Fewster","West Coast",1974-01-04,193
"5883","Chad Fletcher","West Coast",1979-08-30,179
"5884","Michael S. Gardiner","West Coast",1979-07-05,199
"5885","Travis Gaspar","West Coast",1981-03-28,197
"5886","John Gastev","West Coast",1964-08-11,180
"5887","Richard Geary","West Coast",1963-09-24,181
"5888","Fraser Gehrig","West Coast",1976-03-03,195
"5889","Jonathan Giles","West Coast",1988-01-08,201
"5890","Darren Glass","West Coast",1981-05-14,192
"5891","Ross Glendinning","West Coast",1956-09-17,188
"5892","Tony Godden","West Coast",1972-04-19,183
"5893","Thomas Gorter","West Coast",1996-09-10,191
"5894","Jaymie Graham","West Coast",1983-02-06,196
"5895","Kasey Green","West Coast",1979-09-10,187
"5896","Ilija Grgic","West Coast",1972-03-05,203
"5897","Brad Gwilliam","West Coast",1966-08-09,190
"5898","Derek Hall","West Coast",1970-11-29,189
"5899","Anton Hamp","West Coast",1992-07-21,190
"5900","Damien Hampson","West Coast",1970-03-27,180
"5901","Ashton Hams","West Coast",1986-09-06,174
"5902","Ashley Hansen","West Coast",1983-03-03,198
"5903","Greg Harding","West Coast",1976-09-19,188
"5904","Paul Harding","West Coast",1964-06-04,193
"5905","David Hart","West Coast",1964-03-03,176
"5906","David Haynes","West Coast",1981-06-10,189
"5907","Brett Heady","West Coast",1970-01-04,183
"5908","Jason Heatley","West Coast",1972-02-21,189
"5909","Mark Hepburn","West Coast",1968-08-29,195
"5910","Peter Higgins","West Coast",1966-11-10,198
"5911","Josh Hill","West Coast",1989-01-19,186
"5912","Don Holmes","West Coast",1959-05-01,180
"5913","Todd Holmes","West Coast",1979-07-14,187
"5914","Tim Houlihan","West Coast",1989-02-10,189
"5915","Jeremy Humm","West Coast",1983-01-05,182
"5916","Adam Hunter","West Coast",1981-06-18,190
"5917","Brent Hutton","West Coast",1964-04-15,185
"5918","David Hynes","West Coast",1967-03-31,190
"5919","Dean Irving","West Coast",1966-09-01,200
"5920","Alex Ishchenko","West Coast",1964-04-20,201
"5921","Stevan Jackson","West Coast",1970-03-09,190
"5922","Glen Jakovich","West Coast",1973-03-24,193
"5923","Lewis Jetta","West Coast",1989-05-04,182
"5924","Paul Johnson","West Coast",1984-06-26,199
"5925","Brett Jones","West Coast",1982-08-06,190
"5926","Chad Jones","West Coast",1984-06-15,196
"5927","Jordan Jones","West Coast",1990-06-29,189
"5928","Rowan Jones","West Coast",1979-11-19,187
"5929","Chris Judd","West Coast",1983-09-08,189
"5930","Malcolm Karpany","West Coast",1995-06-01,177
"5931","Laurie Keene","West Coast",1961-02-01,202
"5932","Dean Kemp","West Coast",1969-02-17,182
"5933","Daniel Kerr","West Coast",1983-05-16,178
"5934","Dale Kickett","West Coast",1968-05-04,179
"5935","Sean King","West Coast",1964-06-28,181
"5936","Brendan Krummel","West Coast",1972-06-24,185
"5937","Dean Laidley","West Coast",1967-03-27,184
"5938","Dwayne Lamb","West Coast",1961-12-20,180
"5939","Tom Lamb","West Coast",1996-10-19,193
"5940","Karl Langdon","West Coast",1968-03-28,191
"5941","Mark Lecras","West Coast",1986-08-30,184
"5942","Chris Lewis","West Coast",1969-03-17,186
"5943","Andrew Lockyer","West Coast",1965-07-07,190
"5944","Anthony Lovell","West Coast",1970-07-28,180
"5945","Kane Lucas","West Coast",1991-06-26,188
"5946","Brayden Lyle","West Coast",1973-03-06,178
"5947","Quinten Lynch","West Coast",1983-01-24,192
"5948","Eric MacKenzie","West Coast",1988-05-19,197
"5949","Andrew MacNish","West Coast",1965-11-09,180
"5950","Will Maginness","West Coast",1995-01-13,182
"5951","Dylan Main","West Coast",1995-09-02,190
"5952","Chris Mainwaring","West Coast",1965-12-27,177
"5953","Beau Maister","West Coast",1986-03-20,194
"5954","Stephen Malaxos","West Coast",1961-06-19,177
"5955","Neil Marshall","West Coast",1977-07-06,182
"5956","Michael Mascoulis","West Coast",1993-01-27,186
"5957","Chris Masten","West Coast",1989-05-02,180
"5958","Peter Matera","West Coast",1969-04-03,183
"5959","Phillip Matera","West Coast",1975-11-27,171
"5960","Wally Matera","West Coast",1963-09-09,170
"5961","Daniel McConnell","West Coast",1986-06-21,189
"5962","Andrew McDougall","West Coast",1983-06-29,197
"5963","Patrick McGinnity","West Coast",1989-02-18,183
"5964","Craig McGrath","West Coast",1963-10-09,190
"5965","Fraser McInnes","West Coast",1993-07-19,198
"5966","Ashley McIntosh","West Coast",1972-10-20,192
"5967","Guy McKenna","West Coast",1969-05-11,184
"5968","Ben McKinley","West Coast",1987-03-04,185
"5969","Jamie McNamara","West Coast",1988-03-06,183
"5970","Peter Melesso","West Coast",1961-11-30,191
"5971","Mark Merenda","West Coast",1975-10-29,181
"5972","Daniel Metropolis","West Coast",1972-03-17,188
"5973","Paul Mifka","West Coast",1965-08-06,186
"5974","Geoff Miles","West Coast",1962-01-10,185
"5975","Sam Mitchell","West Coast",1982-10-12,180
"5976","Chad Morrison","West Coast",1978-03-29,184
"5977","Cale Morton","West Coast",1990-01-18,192
"5978","Mitch Morton","West Coast",1987-01-28,185
"5979","Kane Munro","West Coast",1982-03-11,182
"5980","Kurt Mutimer","West Coast",1997-03-11,185
"5981","Phil Narkle","West Coast",1961-01-29,178
"5982","Ryan Neates","West Coast",1991-06-21,169
"5983","Murray Newman","West Coast",1993-11-18,182
"5984","Trent Nichols","West Coast",1969-04-07,173
"5985","Mark Nicoski","West Coast",1983-11-24,188
"5986","Tony Notte","West Coast",1990-04-15,194
"5987","Jarrad Oakley-Nicholls","West Coast",1988-02-09,188
"5988","Michael O'Brien","West Coast",1980-07-25,180
"5989","David O'Connell","West Coast",1963-06-22,193
"5990","Michael O'Connell","West Coast",1962-01-17,190
"5991","Tony Olango","West Coast",1998-09-02,199
"5992","Glenn O'Loughlin","West Coast",1959-07-04,175
"5993","Mitch O'Neill","West Coast",2001-02-21,176
"5994","Callum Papertalk","West Coast",1992-08-12,185
"5995","Luke Partington","West Coast",1997-03-05,181
"5996","Paul Peos","West Coast",1968-01-28,183
"5997","Drew Petrie","West Coast",1982-10-15,197
"5998","Rowen Powell","West Coast",1995-09-17,193
"5999","Matthew Priddis","West Coast",1985-03-21,184
"6000","Michael Prior","West Coast",1973-09-06,182
"6001","Don Pyke","West Coast",1968-12-05,178
"6002","Murray Rance","West Coast",1962-01-25,191
"6003","Phillip Read","West Coast",1979-10-20,180
"6004","Brendon Retzlaff","West Coast",1969-04-22,180
"6005","Brodie Riach","West Coast",1998-05-31,NA
"6006","Chad Rintoul","West Coast",1974-07-31,180
"6007","Matthew Rosa","West Coast",1986-11-23,191
"6008","Ashley Sampi","West Coast",1984-01-21,178
"6009","Jarrad Schofield","West Coast",1975-01-30,178
"6010","Will Schofield","West Coast",1989-01-24,196
"6011","Phil Scott","West Coast",1961-01-17,193
"6012","Mark Seaby","West Coast",1984-05-01,199
"6013","Adam Selwood","West Coast",1984-05-01,189
"6014","Scott Selwood","West Coast",1990-03-27,186
"6015","Benjamin Sharp","West Coast",1986-07-10,188
"6016","David Sierakowski","West Coast",1974-12-29,193
"6017","Shane Sikora","West Coast",1977-03-11,178
"6018","Ashley Smith","West Coast",1990-07-20,186
"6019","Bradley Smith","West Coast",1979-05-11,192
"6020","Josh Smith","West Coast",1994-01-02,180
"6021","Jordan Snadden","West Coast",1997-08-02,190
"6022","Llane Spaanderman","West Coast",1986-02-10,198
"6023","Matthew Spangher","West Coast",1987-04-23,195
"6024","Brett Spinks","West Coast",1973-11-07,194
"6025","Brent Staker","West Coast",1984-05-23,196
"6026","Tyson Stenglein","West Coast",1980-07-16,189
"6027","Koby Stevens","West Coast",1991-06-18,189
"6028","Lewis Stevenson","West Coast",1989-07-30,189
"6029","Nicholas Stone","West Coast",1972-09-19,187
"6030","Andrew Strijk","West Coast",1987-10-18,183
"6031","Will Sullivan","West Coast",1989-08-24,202
"6032","Peter Sumich","West Coast",1968-01-11,190
"6033","Tom Swift","West Coast",1990-07-06,189
"6034","Paul Symmons","West Coast",1973-09-02,189
"6035","Richard Taylor","West Coast",1973-07-14,173
"6036","James Thomson","West Coast",1988-02-18,194
"6037","Ashley Thornton","West Coast",1986-12-29,189
"6038","Anthony Treacy","West Coast",1997-04-12,181
"6039","Brent Tuckey","West Coast",1979-08-27,192
"6040","Simon Tunbridge","West Coast",1993-04-01,191
"6041","Craig Turley","West Coast",1965-08-24,185
"6042","Ryan Turnbull","West Coast",1971-09-23,195
"6043","Dean Turner","West Coast",1959-10-06,178
"6044","Troy Ugle","West Coast",1968-04-18,178
"6045","Alec Waterman","West Coast",1996-08-19,183
"6046","Chris Waterman","West Coast",1968-09-19,180
"6047","Beau Waters","West Coast",1986-03-30,188
"6048","Francis Watson","West Coast",1995-09-29,187
"6049","Scott Watters","West Coast",1969-01-25,175
"6050","Gerrick Weedon","West Coast",1991-05-25,182
"6051","Sharrod Wellingham","West Coast",1988-07-07,185
"6052","Robert West","West Coast",1969-03-07,178
"6053","Mitchell White","West Coast",1973-03-28,190
"6054","Robert Wiley","West Coast",1955-03-24,178
"6055","Andrew Williams","West Coast",1979-03-01,183
"6056","Blayne Wilson","West Coast",1992-01-26,188
"6057","Callum Wilson","West Coast",1988-06-09,191
"6058","Peter Wilson","West Coast",1963-11-15,183
"6059","Troy Wilson","West Coast",1972-01-19,189
"6060","David Wirrpanda","West Coast",1979-08-03,173
"6061","Josh Wooden","West Coast",1978-11-14,183
"6062","John Worsfold","West Coast",1968-09-25,180
"6063","Murray Wrenstead","West Coast",1964-08-26,174
"6064","Cory Young","West Coast",1971-03-06,177
"6065","Mark Zanotti","West Coast",1964-11-08,185
"6066","Ross Abbey","Western Bulldogs",1953-01-21,185
"6067","Jed Adcock","Western Bulldogs",1985-11-15,183
"6068","Dylan Addison","Western Bulldogs",1987-10-07,184
"6069","Jason Akermanis","Western Bulldogs",1977-02-24,177
"6070","David Allday","Western Bulldogs",1964-11-27,198
"6071","Scott Allen","Western Bulldogs",1975-01-30,182
"6072","Mark Alvey","Western Bulldogs",1980-06-10,177
"6073","Robert Anderson","Western Bulldogs",1959-08-19,178
"6074","Mark Athorn","Western Bulldogs",1967-11-07,178
"6075","Simon Atkins","Western Bulldogs",1968-12-23,180
"6076","Alan Atkinson","Western Bulldogs",1951-10-20,182
"6077","Graeme Austin","Western Bulldogs",1952-06-01,177
"6078","Mark Austin","Western Bulldogs",1989-02-24,194
"6079","Travis Baird","Western Bulldogs",1986-07-25,192
"6080","Gary Baker","Western Bulldogs",1953-03-24,193
"6081","Jon Ballantyne","Western Bulldogs",1969-07-29,190
"6082","Les Bamblett","Western Bulldogs",1963-08-05,178
"6083","Daniel Bandy","Western Bulldogs",1975-11-18,200
"6084","Jamie Barham","Western Bulldogs",1960-12-01,179
"6085","Ed Barlow","Western Bulldogs",1987-01-27,196
"6086","Bob Barr","Western Bulldogs",1945-07-09,179
"6087","Gary Barrow","Western Bulldogs",1970-01-18,183
"6088","Les Bartlett","Western Bulldogs",1949-09-27,188
"6089","Trent Bartlett","Western Bulldogs",1976-11-26,189
"6090","Scott Bassett","Western Bulldogs",1978-10-09,191
"6091","Darren Baxter","Western Bulldogs",1965-03-19,185
"6092","Peter Baxter","Western Bulldogs",1961-07-04,180
"6093","Graeme Bean","Western Bulldogs",1948-04-24,180
"6094","Simon Beasley","Western Bulldogs",1956-07-26,195
"6095","Barrie Beattie","Western Bulldogs",1944-12-06,188
"6096","John Bennett","Western Bulldogs",1960-10-05,183
"6097","Jeff Berry","Western Bulldogs",1957-03-25,183
"6098","William Berry","Western Bulldogs",1957-06-27,196
"6099","Luke Beveridge","Western Bulldogs",1970-08-23,173
"6100","Shane Biggs","Western Bulldogs",1991-08-05,187
"6101","Shane Birss","Western Bulldogs",1983-03-11,183
"6102","George Bisset","Western Bulldogs",1943-03-10,168
"6103","Dennis Blair","Western Bulldogs",1951-08-20,187
"6104","Jarrad Boumann","Western Bulldogs",1989-08-18,196
"6105","Patrick Bowden","Western Bulldogs",1981-08-04,191
"6106","Colin Boyd","Western Bulldogs",1954-07-27,180
"6107","Matthew Boyd","Western Bulldogs",1982-08-27,184
"6108","Thomas Boyd","Western Bulldogs",1995-08-22,200
"6109","Stephen Boyle","Western Bulldogs",1953-09-04,178
"6110","John Bradley","Western Bulldogs",1943-05-10,184
"6111","Phil Bradmore","Western Bulldogs",1959-04-02,189
"6112","Neil Bristow","Western Bulldogs",1955-11-23,193
"6113","Darren Brown","Western Bulldogs",1965-05-08,180
"6114","Don Brown","Western Bulldogs",1953-03-23,179
"6115","George Brown","Western Bulldogs",1959-07-14,180
"6116","Nathan G. Brown","Western Bulldogs",1978-02-10,182
"6117","Nicholas Bruton","Western Bulldogs",1981-08-17,201
"6118","Ian Bryant","Western Bulldogs",1942-06-11,178
"6119","Tony Buhagiar","Western Bulldogs",1955-10-03,166
